count,mean,median,std,variance,min,max,range,q25,q75,iqr,skewness,kurtosis,cv,normality_test_stat,normality_p_value,is_normal,outlier_count,outlier_percentage
24,660142.0741666667,694301.755,408695.893360904,167032333250.0674,19.62,1179143.77,1179124.15,380886.83499999996,1031689.84,650803.005,-0.3176598005044975,-1.2598049107935516,0.6191029315573062,5.289382268472555,0.07102728824968337,True,0,0.0
24,4111.041666666667,4268.0,2560.2265765482334,6554760.123263888,1.0,7451.0,7450.0,2226.5,6512.5,4286.0,-0.3241065346014223,-1.2740964828878263,0.6227683356525373,5.561451192320681,0.06199350880198305,True,0,0.0
24,4111.041666666667,4268.0,2560.2265765482334,6554760.123263888,1.0,7451.0,7450.0,2226.5,6512.5,4286.0,-0.3241065346014223,-1.2740964828878263,0.6227683356525373,5.561451192320681,0.06199350880198305,True,0,0.0
24,135.0909417744031,142.69091110236258,29.272251304613096,856.864696440423,19.62,166.46,146.84,136.08821738611806,145.74634296727504,9.65812558115698,-2.907738613116637,8.163511816011356,0.21668552250895312,37.30402455012305,7.934763603259568e-09,False,3,12.5
24,154.48690231782982,162.14745969343494,31.497914117270703,992.1185937389611,19.62,184.4442857142857,164.8242857142857,155.01431317210404,167.93675866011165,12.922445488007611,-3.348007919363039,11.301334296782315,0.20388727875758197,44.48994850832253,2.1833855479379922e-10,False,2,8.333333333333332
23,31564.795752321774,6.789774293245391,142429.46103104227,20286151369.593185,-99.98340889118577,699127.7777777778,699227.7611866689,-8.053590017213326,35.18041375023952,43.23400376745285,4.466675200951804,17.983957138658848,4.5122883781234595,57.83051164777961,2.768623831550476e-13,False,5,21.73913043478261
24,1.0,0.899760320151131,0.7318771327953802,0.5356441375087867,4.543944687084735e-05,2.998427737657321,2.99838229821045,0.5059291117511029,1.4605141034273261,0.9545849916762232,0.6362104975594418,0.22774234905581103,0.7318771327953802,2.8408779634831687,0.24160793214327225,True,1,4.166666666666666
